emp_no,first_name,last_name,birth_date,from_date,to_date,title
107792,Shahab,Crooks,1/13/65,3/18/92,1/1/99,Senior Staff
107792,Shahab,Crooks,1/13/65,3/18/92,1/1/99,Staff
107828,Ramya,Walston,1/26/65,2/3/89,1/1/99,Senior Staff
107828,Ramya,Walston,1/26/65,2/3/89,1/1/99,Staff
108091,Hisao,Ghemri,1/9/65,11/14/85,1/1/99,Senior Staff
108091,Hisao,Ghemri,1/9/65,11/14/85,1/1/99,Staff
108198,Randi,Samarati,1/24/65,10/20/92,1/1/99,Senior Staff
108198,Randi,Samarati,1/24/65,10/20/92,1/1/99,Staff
108316,Shai,Stellhorn,1/2/65,5/21/92,1/1/99,Senior Engineer
108988,Oksana,Baek,1/19/65,7/20/89,1/1/99,Senior Staff
108988,Oksana,Baek,1/19/65,7/20/89,1/1/99,Staff
109062,Jamaludin,Kandlur,2/1/65,6/19/92,1/1/99,Senior Engineer
109211,Gor,Delgrande,1/11/65,6/18/02,1/1/99,Engineer
109211,Gor,Delgrande,1/11/65,6/18/02,1/1/99,Senior Engineer
109252,Moty,Winter,1/15/65,4/28/91,1/1/99,Technique Leader
109278,Bangqing,Schach,1/21/65,3/22/88,1/1/99,Senior Staff
109278,Bangqing,Schach,1/21/65,3/22/88,1/1/99,Staff
109552,Menkae,Etalle,1/31/65,5/21/97,1/1/99,Assistant Engineer
109552,Menkae,Etalle,1/31/65,5/21/97,1/1/99,Engineer
109598,Stamatina,Auyong,2/1/65,7/5/88,1/1/99,Senior Staff
109620,Mani,Cannata,1/2/65,6/21/89,1/1/99,Senior Staff
109620,Mani,Cannata,1/2/65,6/21/89,1/1/99,Staff
109703,Arco,Walston,1/17/65,8/16/99,1/1/99,Engineer
109741,Hatem,Fadgyas,1/11/65,11/13/91,1/1/99,Senior Engineer
109953,Godehard,Chorvat,1/26/65,4/10/88,1/1/99,Senior Staff
109953,Godehard,Chorvat,1/26/65,4/10/88,1/1/99,Staff
200267,Chuanti,Luff,1/8/65,9/21/94,1/1/99,Senior Staff
200267,Chuanti,Luff,1/8/65,9/21/94,1/1/99,Staff
200312,Akemi,Fujisaki,1/27/65,11/13/01,1/1/99,Senior Engineer
200363,Kirk,Quaggetto,1/10/65,6/30/87,1/1/99,Engineer
200363,Kirk,Quaggetto,1/10/65,6/30/87,1/1/99,Senior Engineer
200735,Dinah,Denos,1/9/65,9/21/92,1/1/99,Senior Staff
200735,Dinah,Denos,1/9/65,9/21/92,1/1/99,Staff
200789,Susumu,Camurati,1/14/65,12/15/91,1/1/99,Senior Staff
200789,Susumu,Camurati,1/14/65,12/15/91,1/1/99,Staff
201229,Alejandra,Khasidashvili,1/3/65,7/30/94,1/1/99,Staff
201708,Anneli,Perl,1/15/65,9/8/92,1/1/99,Senior Staff
201708,Anneli,Perl,1/15/65,9/8/92,1/1/99,Staff
201709,Fan,Kakkad,1/1/65,2/25/88,1/1/99,Senior Staff
201709,Fan,Kakkad,1/1/65,2/25/88,1/1/99,Staff
201739,Genta,Terekhov,1/16/65,7/21/98,1/1/99,Assistant Engineer
201801,Waiman,Genin,1/12/65,10/30/88,1/1/99,Engineer
201801,Waiman,Genin,1/12/65,10/30/88,1/1/99,Senior Engineer
201915,Sudharsan,DeMori,1/2/65,3/30/92,1/1/99,Engineer
201915,Sudharsan,DeMori,1/2/65,3/30/92,1/1/99,Senior Engineer
202291,Ortrun,Schmiedel,1/16/65,7/18/97,1/1/99,Engineer
202403,Gully,Perko,1/9/65,7/7/99,1/1/99,Engineer
202414,Zvonko,Murthy,1/13/65,1/7/92,1/1/99,Senior Staff
202552,Morris,Saoudi,1/5/65,11/22/91,1/1/99,Engineer
202552,Morris,Saoudi,1/5/65,11/22/91,1/1/99,Senior Engineer
202826,Kerhong,Matzke,1/19/65,11/14/86,1/1/99,Engineer
202826,Kerhong,Matzke,1/19/65,11/14/86,1/1/99,Senior Engineer
202882,Isaac,Koshino,1/25/65,9/28/95,1/1/99,Senior Engineer
202950,Giordano,Pietrzykowski,1/17/65,3/26/87,1/1/99,Senior Staff
203474,Hugh,Jonsson,1/3/65,7/6/91,1/1/99,Senior Staff
203474,Hugh,Jonsson,1/3/65,7/6/91,1/1/99,Staff
203495,Zongyan,Gips,1/2/65,5/31/97,1/1/99,Technique Leader
203599,Ewing,DiGiano,1/21/65,2/1/00,1/1/99,Technique Leader
203720,Sasan,Thimonier,1/30/65,8/21/96,1/1/99,Senior Staff
203946,Yefim,Marwedel,1/23/65,3/30/93,1/1/99,Senior Staff
203946,Yefim,Marwedel,1/23/65,3/30/93,1/1/99,Staff
204117,Jessie,Nooteboom,1/10/65,12/13/00,1/1/99,Staff
204133,Susuma,Bergere,1/22/65,2/25/96,1/1/99,Senior Staff
204246,Arve,Worfolk,1/9/65,4/1/85,1/1/99,Senior Staff
204246,Arve,Worfolk,1/9/65,4/1/85,1/1/99,Staff
204425,Gretta,Huttel,1/3/65,10/8/90,1/1/99,Senior Engineer
204470,Hein,Lichtner,1/22/65,5/2/98,1/1/99,Senior Staff
204470,Hein,Lichtner,1/22/65,5/2/98,1/1/99,Staff
204471,Franziska,Maginnis,1/27/65,2/17/86,1/1/99,Engineer
204471,Franziska,Maginnis,1/27/65,2/17/86,1/1/99,Senior Engineer
204764,Susanne,Mandelberg,1/22/65,11/2/90,1/1/99,Engineer
204764,Susanne,Mandelberg,1/22/65,11/2/90,1/1/99,Senior Engineer
205018,Yahiko,Awdeh,1/26/65,8/5/98,1/1/99,Engineer
205085,Moni,Kornyak,1/23/65,9/26/91,1/1/99,Technique Leader
205174,Leszek,Spinelli,1/5/65,12/10/98,1/1/99,Staff
205500,Mary,Setiz,1/4/65,1/13/89,1/1/99,Senior Engineer
205627,Stabislas,Broder,1/21/65,7/16/96,1/1/99,Engineer
205627,Stabislas,Broder,1/21/65,7/16/96,1/1/99,Senior Engineer
205660,Kien,Barreiro,1/27/65,10/24/00,1/1/99,Staff
205699,Youjian,Yetto,1/31/65,12/7/94,1/1/99,Senior Staff
205699,Youjian,Yetto,1/31/65,12/7/94,1/1/99,Staff
205789,Limsoon,Skafidas,1/31/65,8/10/99,1/1/99,Senior Staff
205863,Aiichiro,Kusalik,1/6/65,10/4/90,1/1/99,Engineer
205863,Aiichiro,Kusalik,1/6/65,10/4/90,1/1/99,Senior Engineer
206748,Yucai,Fabrizio,1/7/65,10/6/99,1/1/99,Staff
206836,Guadalupe,Pfau,1/12/65,3/22/93,1/1/99,Senior Staff
206836,Guadalupe,Pfau,1/12/65,3/22/93,1/1/99,Staff
206966,Tzu,Sichman,1/21/65,11/17/87,1/1/99,Engineer
206966,Tzu,Sichman,1/21/65,11/17/87,1/1/99,Senior Engineer
207021,Jacqueline,Akaboshi,1/20/65,12/6/97,1/1/99,Engineer
207068,Zhiguo,Ariola,1/13/65,9/7/94,1/1/99,Senior Staff
207204,Kellie,Schrooten,1/25/65,1/17/91,1/1/99,Assistant Engineer
207204,Kellie,Schrooten,1/25/65,1/17/91,1/1/99,Engineer
207401,Shuji,Barbanera,1/4/65,8/10/87,1/1/99,Senior Staff
207401,Shuji,Barbanera,1/4/65,8/10/87,1/1/99,Staff
207551,Baziley,Falck,1/15/65,2/18/95,1/1/99,Assistant Engineer
207779,Chinya,Kamble,1/16/65,5/31/92,1/1/99,Senior Staff
207980,Remko,Vieth,1/7/65,11/22/90,1/1/99,Senior Staff
207980,Remko,Vieth,1/7/65,11/22/90,1/1/99,Staff
208147,Manu,Rothenberg,1/9/65,12/6/88,1/1/99,Engineer
208147,Manu,Rothenberg,1/9/65,12/6/88,1/1/99,Senior Engineer
208330,Shen,Flanders,1/11/65,7/3/89,1/1/99,Senior Staff
208330,Shen,Flanders,1/11/65,7/3/89,1/1/99,Staff
208639,Larisa,Lukaszewicz,1/27/65,10/30/96,1/1/99,Senior Staff
208639,Larisa,Lukaszewicz,1/27/65,10/30/96,1/1/99,Staff
208653,Phillip,Schade,1/23/65,3/3/89,1/1/99,Engineer
208653,Phillip,Schade,1/23/65,3/3/89,1/1/99,Senior Engineer
208784,Pranjal,Juneja,1/30/65,3/21/85,1/1/99,Senior Engineer
209101,Xinyu,Edelhoff,1/5/65,10/26/97,1/1/99,Senior Engineer
209443,Krassimir,Garnier,1/19/65,1/26/98,1/1/99,Senior Staff
209565,Dante,Covnot,1/9/65,5/28/89,1/1/99,Senior Staff
209565,Dante,Covnot,1/9/65,5/28/89,1/1/99,Staff
209712,Nimmagadda,Baak,1/17/65,10/30/87,1/1/99,Assistant Engineer
209712,Nimmagadda,Baak,1/17/65,10/30/87,1/1/99,Engineer
210017,Shalesh,Lovengreen,1/28/65,9/29/90,1/1/99,Senior Staff
210017,Shalesh,Lovengreen,1/28/65,9/29/90,1/1/99,Staff
210292,Lihong,Zeilberger,1/18/65,4/28/96,1/1/99,Staff
210449,Gino,Lagarias,1/19/65,6/22/97,1/1/99,Engineer
210752,Saniya,Stenning,1/25/65,12/10/86,1/1/99,Senior Staff
210752,Saniya,Stenning,1/25/65,12/10/86,1/1/99,Staff
210786,Werner,Ranze,1/31/65,6/5/98,1/1/99,Staff
211858,Domenico,Ratnaker,1/8/65,3/24/85,1/1/99,Engineer
211858,Domenico,Ratnaker,1/8/65,3/24/85,1/1/99,Senior Engineer
211879,Gao,Ranze,1/12/65,11/24/94,1/1/99,Engineer
211879,Gao,Ranze,1/12/65,11/24/94,1/1/99,Senior Engineer
211967,Anwar,Bain,1/7/65,1/22/89,1/1/99,Engineer
211967,Anwar,Bain,1/7/65,1/22/89,1/1/99,Senior Engineer
212093,Leni,Henders,1/11/65,11/19/93,1/1/99,Senior Staff
212093,Leni,Henders,1/11/65,11/19/93,1/1/99,Staff
212154,Sailaja,Holburn,1/17/65,3/4/91,1/1/99,Senior Staff
212154,Sailaja,Holburn,1/17/65,3/4/91,1/1/99,Staff
212361,Claudi,Stanfel,1/16/65,1/7/96,1/1/99,Engineer
212361,Claudi,Stanfel,1/16/65,1/7/96,1/1/99,Senior Engineer
213016,Yongmao,Fontan,1/22/65,7/26/93,1/1/99,Engineer
213016,Yongmao,Fontan,1/22/65,7/26/93,1/1/99,Senior Engineer
213140,Tru,Danecki,1/10/65,3/31/97,1/1/99,Staff
213384,Pranas,Narwekar,1/4/65,9/26/85,1/1/99,Engineer
213384,Pranas,Narwekar,1/4/65,9/26/85,1/1/99,Senior Engineer
213447,Armond,Perly,2/1/65,9/14/89,1/1/99,Engineer
213447,Armond,Perly,2/1/65,9/14/89,1/1/99,Senior Engineer
214215,Xiaoqiang,Cardazo,1/25/65,5/28/93,1/1/99,Senior Staff
214391,Rayond,Klassen,1/15/65,9/11/93,1/1/99,Senior Staff
214391,Rayond,Klassen,1/15/65,9/11/93,1/1/99,Staff
214427,Peer,Molberg,1/29/65,11/17/96,1/1/99,Engineer
214539,Ingmar,Kohling,1/27/65,4/25/95,1/1/99,Engineer
214634,Shirish,Vickson,1/12/65,10/24/89,1/1/99,Engineer
214634,Shirish,Vickson,1/12/65,10/24/89,1/1/99,Senior Engineer
214789,Arfst,Chepyzhov,1/28/65,2/6/89,1/1/99,Engineer
214789,Arfst,Chepyzhov,1/28/65,2/6/89,1/1/99,Senior Engineer
214866,Gopalakrishnan,Angel,2/1/65,7/5/97,1/1/99,Engineer
214866,Gopalakrishnan,Angel,2/1/65,7/5/97,1/1/99,Senior Engineer
214995,Dinkar,Hoppenstand,1/12/65,5/4/94,1/1/99,Engineer
215419,Flemming,Kroha,1/16/65,1/23/95,1/1/99,Staff
215629,Munehiro,Manders,1/15/65,5/18/87,1/1/99,Senior Staff
215629,Munehiro,Manders,1/15/65,5/18/87,1/1/99,Staff
215746,Sven,Speer,1/8/65,7/8/99,1/1/99,Staff
215843,Pramod,Loncour,1/30/65,3/31/87,1/1/99,Senior Staff
215843,Pramod,Loncour,1/30/65,3/31/87,1/1/99,Staff
216054,Sahrah,Angiulli,1/24/65,7/31/86,1/1/99,Senior Staff
216054,Sahrah,Angiulli,1/24/65,7/31/86,1/1/99,Staff
216342,Aiichiro,Cromarty,1/22/65,6/10/95,1/1/99,Engineer
216342,Aiichiro,Cromarty,1/22/65,6/10/95,1/1/99,Senior Engineer
216375,Byong,Gustavson,1/16/65,3/12/85,1/1/99,Senior Engineer
216502,Xiaocheng,Suermann,1/26/65,12/15/97,1/1/99,Engineer
216573,Ashish,Vidya,1/29/65,6/16/89,1/1/99,Engineer
216573,Ashish,Vidya,1/29/65,6/16/89,1/1/99,Senior Engineer
216921,Lena,Lenart,1/22/65,12/25/90,1/1/99,Senior Staff
216921,Lena,Lenart,1/22/65,12/25/90,1/1/99,Staff
217026,Otmar,Engberts,1/11/65,8/16/93,1/1/99,Senior Staff
217026,Otmar,Engberts,1/11/65,8/16/93,1/1/99,Staff
217080,Masami,Puoti,1/12/65,1/21/00,1/1/99,Senior Engineer
217272,Yuchang,Eldridge,1/21/65,8/1/86,1/1/99,Senior Staff
217272,Yuchang,Eldridge,1/21/65,8/1/86,1/1/99,Staff
217286,Yannik,Spelt,1/5/65,9/22/92,1/1/99,Technique Leader
217320,Abdelwaheb,Denis,1/10/65,9/10/93,1/1/99,Engineer
217363,Horward,Marzano,1/14/65,4/11/96,1/1/99,Staff
217387,Jianhao,Molenaar,1/21/65,10/22/87,1/1/99,Engineer
217387,Jianhao,Molenaar,1/21/65,10/22/87,1/1/99,Senior Engineer
217551,Panayotis,Lukaszewicz,1/2/65,6/6/89,1/1/99,Engineer
217551,Panayotis,Lukaszewicz,1/2/65,6/6/89,1/1/99,Senior Engineer
217800,Shay,Servieres,2/1/65,8/6/98,1/1/99,Senior Staff
218022,Mokhtar,Poupard,1/26/65,2/2/92,1/1/99,Technique Leader
218100,Jiong,Garnham,1/24/65,1/2/90,1/1/99,Senior Staff
218100,Jiong,Garnham,1/24/65,1/2/90,1/1/99,Staff
218831,Unal,DuBourdieux,1/16/65,3/13/96,1/1/99,Engineer
219035,Kristine,Bierman,1/18/65,5/13/88,1/1/99,Technique Leader
219047,Aemilian,Kusalik,1/30/65,5/27/87,1/1/99,Engineer
219047,Aemilian,Kusalik,1/30/65,5/27/87,1/1/99,Senior Engineer
219052,Marsal,Acton,1/6/65,8/2/95,1/1/99,Staff
219417,Subhrajyoti,Denna,1/29/65,7/25/96,1/1/99,Staff
219497,Moie,Zastre,1/22/65,10/11/91,1/1/99,Technique Leader
219967,Susanna,Reeken,1/16/65,3/16/98,1/1/99,Senior Staff
220029,Demos,Asser,1/17/65,11/4/85,1/1/99,Senior Engineer
220131,Reinhard,Slaats,1/9/65,6/8/94,1/1/99,Engineer
220131,Reinhard,Slaats,1/9/65,6/8/94,1/1/99,Senior Engineer
220418,Poorav,Laventhal,1/23/65,8/16/97,1/1/99,Staff
220528,Sibyl,Rabehasaina,1/6/65,2/23/98,1/1/99,Senior Staff
220582,Poornachandra,Zielinski,1/8/65,2/13/96,1/1/99,Senior Staff
220582,Poornachandra,Zielinski,1/8/65,2/13/96,1/1/99,Staff
220611,Yuping,Babb,1/23/65,1/31/95,1/1/99,Senior Staff
220611,Yuping,Babb,1/23/65,1/31/95,1/1/99,Staff
220625,Shigenori,Deville,1/25/65,12/24/92,1/1/99,Technique Leader
220699,Nahid,Gyimothy,1/7/65,8/18/95,1/1/99,Staff
220799,Perla,Orlowska,1/17/65,10/13/98,1/1/99,Senior Engineer
221126,Tesuya,dAstous,1/23/65,11/29/88,1/1/99,Engineer
221126,Tesuya,dAstous,1/23/65,11/29/88,1/1/99,Senior Engineer
221367,Saddek,Farris,1/13/65,11/6/90,1/1/99,Senior Staff
221369,Abdulah,Pocchiola,1/28/65,8/28/96,1/1/99,Engineer
221435,Djenana,Marrevee,1/6/65,2/6/94,1/1/99,Engineer
221435,Djenana,Marrevee,1/6/65,2/6/94,1/1/99,Senior Engineer
221973,Sangeeta,Kalefeld,1/17/65,6/6/90,1/1/99,Senior Staff
221973,Sangeeta,Kalefeld,1/17/65,6/6/90,1/1/99,Staff
222206,Stein,Uludag,1/21/65,1/30/88,1/1/99,Senior Staff
222206,Stein,Uludag,1/21/65,1/30/88,1/1/99,Staff
222311,Miyeon,Billingsley,1/20/65,12/5/92,1/1/99,Senior Engineer
222319,Matt,Chvatal,1/20/65,11/9/94,1/1/99,Senior Engineer
222354,Valdiodio,Schlumberger,1/15/65,8/7/93,1/1/99,Assistant Engineer
222354,Valdiodio,Schlumberger,1/15/65,8/7/93,1/1/99,Engineer
222616,Badri,Schapire,2/1/65,1/19/98,1/1/99,Assistant Engineer
222770,Kazuhiko,Kushner,1/22/65,8/1/95,1/1/99,Senior Engineer
222878,Annemarie,Zallocco,1/10/65,12/1/96,1/1/99,Engineer
222878,Annemarie,Zallocco,1/10/65,12/1/96,1/1/99,Senior Engineer
222926,Limsoon,Erol,1/10/65,12/31/97,1/1/99,Senior Engineer
222952,Gopalakrishnan,Suermann,1/28/65,4/30/91,1/1/99,Engineer
222952,Gopalakrishnan,Suermann,1/28/65,4/30/91,1/1/99,Senior Engineer
222998,Leaf,Awdeh,1/7/65,10/2/92,1/1/99,Senior Staff
222998,Leaf,Awdeh,1/7/65,10/2/92,1/1/99,Staff
223593,Hidefumi,Moehrke,1/20/65,3/4/98,1/1/99,Staff
223595,Chiranjit,Dredge,2/1/65,9/5/99,1/1/99,Technique Leader
224135,Annemarie,Bressoud,1/2/65,6/23/98,1/1/99,Engineer
224335,Perry,Chachaty,1/29/65,7/22/85,1/1/99,Engineer
224335,Perry,Chachaty,1/29/65,7/22/85,1/1/99,Senior Engineer
224390,TRUE,Shobatake,1/24/65,5/17/96,1/1/99,Senior Staff
224934,George,Miake,1/5/65,1/2/88,1/1/99,Senior Staff
224934,George,Miake,1/5/65,1/2/88,1/1/99,Staff
225438,Remmert,Quaggetto,1/14/65,4/28/92,1/1/99,Senior Staff
225438,Remmert,Quaggetto,1/14/65,4/28/92,1/1/99,Staff
225601,Masasuke,Genin,1/13/65,6/25/94,1/1/99,Assistant Engineer
225601,Masasuke,Genin,1/13/65,6/25/94,1/1/99,Engineer
225788,Ipke,Kieras,1/8/65,12/18/95,1/1/99,Engineer
225867,Ramalingam,Remmele,1/26/65,9/3/99,1/1/99,Senior Engineer
225964,Mooi,Cooman,1/19/65,6/7/89,1/1/99,Engineer
225964,Mooi,Cooman,1/19/65,6/7/89,1/1/99,Senior Engineer
226216,Giordano,Gini,1/28/65,8/14/93,1/1/99,Technique Leader
226227,Herbert,Erva,1/7/65,9/6/86,1/1/99,Engineer
226227,Herbert,Erva,1/7/65,9/6/86,1/1/99,Senior Engineer
227354,Gio,Murtha,1/12/65,11/11/86,1/1/99,Engineer
227354,Gio,Murtha,1/12/65,11/11/86,1/1/99,Senior Engineer
227476,Macha,Schnabel,1/11/65,5/11/88,1/1/99,Engineer
227476,Macha,Schnabel,1/11/65,5/11/88,1/1/99,Senior Engineer
227681,Mikhail,Rousseau,1/30/65,11/30/98,1/1/99,Staff
227899,Garnik,Luce,1/23/65,9/15/98,1/1/99,Staff
227901,Francesca,Azuma,1/26/65,6/8/96,1/1/99,Senior Staff
227901,Francesca,Azuma,1/26/65,6/8/96,1/1/99,Staff
228098,IEEE,Kroll,1/18/65,2/17/98,1/1/99,Engineer
228248,Yuriy,Plump,1/9/65,9/8/88,1/1/99,Senior Staff
228248,Yuriy,Plump,1/9/65,9/8/88,1/1/99,Staff
228554,Bilhanan,Brendel,1/3/65,12/23/90,1/1/99,Senior Staff
228766,Nahla,Smailagic,1/11/65,2/12/93,1/1/99,Engineer
228766,Nahla,Smailagic,1/11/65,2/12/93,1/1/99,Senior Engineer
229098,Berry,Yurek,1/8/65,8/16/95,1/1/99,Senior Staff
229220,Fabrizio,Lichtman,1/21/65,2/9/87,1/1/99,Engineer
229220,Fabrizio,Lichtman,1/21/65,2/9/87,1/1/99,Senior Engineer
229248,Harjit,Terekhov,1/27/65,10/19/95,1/1/99,Staff
229386,Pohua,Tasistro,1/3/65,11/4/94,1/1/99,Technique Leader
229391,Paloma,Henseler,1/15/65,6/11/91,1/1/99,Engineer
229391,Paloma,Henseler,1/15/65,6/11/91,1/1/99,Senior Engineer
229404,Gilbert,Kilgour,1/11/65,4/5/96,1/1/99,Staff
229547,Moni,Schach,1/3/65,7/4/86,1/1/99,Senior Staff
229547,Moni,Schach,1/3/65,7/4/86,1/1/99,Staff
229727,Ewing,Millington,1/23/65,9/28/99,1/1/99,Engineer
229981,Jamaludin,Fordan,1/19/65,2/6/92,1/1/99,Engineer
229981,Jamaludin,Fordan,1/19/65,2/6/92,1/1/99,Senior Engineer
230002,Tadahiro,Backhouse,1/7/65,10/2/91,1/1/99,Engineer
230002,Tadahiro,Backhouse,1/7/65,10/2/91,1/1/99,Senior Engineer
230126,Bezalel,Radivojevic,1/31/65,7/2/88,1/1/99,Senior Staff
230126,Bezalel,Radivojevic,1/31/65,7/2/88,1/1/99,Staff
230287,Renny,Alameldin,1/14/65,9/28/97,1/1/99,Assistant Engineer
230354,Yinghua,Lorho,1/31/65,8/9/91,1/1/99,Senior Staff
230354,Yinghua,Lorho,1/31/65,8/9/91,1/1/99,Staff
230498,Kolar,Puppo,1/15/65,4/25/90,1/1/99,Engineer
230498,Kolar,Puppo,1/15/65,4/25/90,1/1/99,Senior Engineer
230579,Shahar,Negoita,1/17/65,3/19/94,1/1/99,Senior Staff
230579,Shahar,Negoita,1/17/65,3/19/94,1/1/99,Staff
230689,Dietrich,Crabtree,1/14/65,5/24/86,1/1/99,Senior Staff
230865,Takushi,Brattka,1/2/65,6/3/99,1/1/99,Staff
231069,Trygve,Siksek,1/22/65,11/9/95,1/1/99,Staff
231459,Nectarios,Pramanik,1/28/65,11/18/99,1/1/99,Assistant Engineer
231671,Chandrasekaran,Pearson,1/7/65,4/14/95,1/1/99,Staff
231798,Goetz,Alvarado,1/28/65,12/25/88,1/1/99,Engineer
231798,Goetz,Alvarado,1/28/65,12/25/88,1/1/99,Senior Engineer
232178,Etsuo,Anandan,1/29/65,12/13/89,1/1/99,Senior Staff
232178,Etsuo,Anandan,1/29/65,12/13/89,1/1/99,Staff
232209,Nitsan,Rouquie,1/11/65,8/1/88,1/1/99,Engineer
232209,Nitsan,Rouquie,1/11/65,8/1/88,1/1/99,Senior Engineer
232697,Barry,Ramsak,1/23/65,9/7/90,1/1/99,Engineer
232697,Barry,Ramsak,1/23/65,9/7/90,1/1/99,Senior Engineer
232723,Tesuya,Bugrara,1/14/65,2/13/93,1/1/99,Assistant Engineer
232723,Tesuya,Bugrara,1/14/65,2/13/93,1/1/99,Engineer
233114,Alselm,Gargeya,1/20/65,12/25/87,1/1/99,Senior Engineer
233394,Khalid,Lenart,1/6/65,12/24/95,1/1/99,Engineer
233397,Fay,Sundgren,1/16/65,7/7/90,1/1/99,Senior Staff
233397,Fay,Sundgren,1/16/65,7/7/90,1/1/99,Staff
233426,Etsuo,Usery,1/12/65,3/2/95,1/1/99,Engineer
233426,Etsuo,Usery,1/12/65,3/2/95,1/1/99,Senior Engineer
233690,Cedric,Riefers,1/17/65,9/8/94,1/1/99,Engineer
233759,Zissis,Lodder,1/14/65,5/27/00,1/1/99,Engineer
233765,Kotesh,Chachaty,1/20/65,3/25/91,1/1/99,Engineer
233765,Kotesh,Chachaty,1/20/65,3/25/91,1/1/99,Senior Engineer
233785,Baziley,Ballarin,1/30/65,7/28/87,1/1/99,Senior Staff
233785,Baziley,Ballarin,1/30/65,7/28/87,1/1/99,Staff
233818,Kellie,Heydon,1/1/65,11/11/85,1/1/99,Engineer
233818,Kellie,Heydon,1/1/65,11/11/85,1/1/99,Senior Engineer
234195,Luerbio,Terkki,1/7/65,5/14/91,1/1/99,Senior Staff
234195,Luerbio,Terkki,1/7/65,5/14/91,1/1/99,Staff
234739,Foong,Aamodt,1/31/65,6/28/86,1/1/99,Senior Engineer
235017,Irena,Dratva,1/17/65,9/7/91,1/1/99,Senior Staff
235017,Irena,Dratva,1/17/65,9/7/91,1/1/99,Staff
235096,Sverrir,Gyimothy,1/21/65,7/30/95,1/1/99,Senior Staff
235096,Sverrir,Gyimothy,1/21/65,7/30/95,1/1/99,Staff
235325,Gro,Prochazka,1/6/65,10/16/92,1/1/99,Engineer
235325,Gro,Prochazka,1/6/65,10/16/92,1/1/99,Senior Engineer
235368,Anneli,Joslin,1/9/65,4/12/87,1/1/99,Senior Engineer
235458,Gio,Heuser,1/5/65,6/28/92,1/1/99,Senior Staff
235458,Gio,Heuser,1/5/65,6/28/92,1/1/99,Staff
235729,Henk,Anger,2/1/65,1/19/93,1/1/99,Senior Staff
235729,Henk,Anger,2/1/65,1/19/93,1/1/99,Staff
235780,Sampalli,Bergere,1/17/65,4/8/94,1/1/99,Senior Engineer
235793,Jayesh,Spinelli,1/3/65,1/16/99,1/1/99,Senior Engineer
236315,IEEE,Raczkowsky,1/31/65,7/24/96,1/1/99,Technique Leader
236566,Yechezkel,Maginnis,1/17/65,12/11/92,1/1/99,Senior Staff
236566,Yechezkel,Maginnis,1/17/65,12/11/92,1/1/99,Staff
236591,Insup,Reinhard,1/11/65,4/8/85,1/1/99,Senior Staff
236591,Insup,Reinhard,1/11/65,4/8/85,1/1/99,Staff
236827,Almudena,Rijckaert,1/28/65,2/16/94,1/1/99,Engineer
236827,Almudena,Rijckaert,1/28/65,2/16/94,1/1/99,Senior Engineer
236883,Huan,Olivero,1/27/65,11/19/99,1/1/99,Staff
236964,Adel,Foote,1/17/65,3/20/00,1/1/99,Staff
238112,Miomir,Frezza,1/12/65,5/25/91,1/1/99,Technique Leader
238252,Uno,Suppi,1/9/65,12/27/96,1/1/99,Staff
238422,Vishv,Angelov,1/10/65,3/8/88,1/1/99,Senior Staff
238422,Vishv,Angelov,1/10/65,3/8/88,1/1/99,Staff
238949,Minghong,Cronin,1/9/65,10/4/87,1/1/99,Senior Staff
239067,Tadahiko,Pocchiola,1/11/65,4/2/96,1/1/99,Staff
239244,Abdulla,Kitai,1/13/65,2/20/87,1/1/99,Senior Staff
239244,Abdulla,Kitai,1/13/65,2/20/87,1/1/99,Staff
239415,Susumu,Brender,1/1/65,4/17/93,1/1/99,Engineer
239415,Susumu,Brender,1/1/65,4/17/93,1/1/99,Senior Engineer
239426,Vesna,Fairtlough,1/8/65,5/7/02,1/1/99,Engineer
239664,Sugwoo,Michaels,1/4/65,8/2/92,1/1/99,Engineer
239664,Sugwoo,Michaels,1/4/65,8/2/92,1/1/99,Senior Engineer
239706,Arunas,Bugrara,1/15/65,4/3/97,1/1/99,Assistant Engineer
239748,Bilhanan,Dusink,1/23/65,6/4/88,1/1/99,Senior Staff
239748,Bilhanan,Dusink,1/23/65,6/4/88,1/1/99,Staff
239803,Oscal,Ernst,1/30/65,5/19/92,1/1/99,Senior Staff
239803,Oscal,Ernst,1/30/65,5/19/92,1/1/99,Staff
240132,Mizuhito,Kobara,2/1/65,8/9/96,1/1/99,Senior Staff
240132,Mizuhito,Kobara,2/1/65,8/9/96,1/1/99,Staff
240236,TRUE,Tischendorf,1/24/65,1/19/86,1/1/99,Engineer
240236,TRUE,Tischendorf,1/24/65,1/19/86,1/1/99,Senior Engineer
240285,Kolar,Greenaway,1/23/65,11/14/98,1/1/99,Staff
240340,Mack,Staylopatis,1/14/65,4/2/85,1/1/99,Engineer
240340,Mack,Staylopatis,1/14/65,4/2/85,1/1/99,Senior Engineer
240438,Temple,Cyre,1/2/65,9/30/92,1/1/99,Senior Staff
240438,Temple,Cyre,1/2/65,9/30/92,1/1/99,Staff
240870,Francesca,Chorvat,1/6/65,3/17/92,1/1/99,Senior Staff
240870,Francesca,Chorvat,1/6/65,3/17/92,1/1/99,Staff
241100,Cedric,Molenaar,1/23/65,10/6/90,1/1/99,Engineer
241100,Cedric,Molenaar,1/23/65,10/6/90,1/1/99,Senior Engineer
