"emp_no","first_name","last_name","title","from_date","to_date","order"
273068,"Arfst","Ramaiah","Staff","1993-01-28","2001-01-28",NULL
273083,"Kazuhito","Vitiello","Engineer","1993-01-31","1998-01-31",NULL
273083,"Kazuhito","Vitiello","Senior Engineer","1998-01-31","9999-01-01",NULL
273092,"Snehasis","Hoogerwoord","Senior Engineer","1985-07-08","9999-01-01",NULL
273108,"Zhiguo","Murtafg","Engineer","1988-09-28","1993-09-28",NULL
273108,"Zhiguo","Murtafg","Senior Engineer","1993-09-28","9999-01-01",NULL
273129,"Sumant","Whitcomb","Senior Staff","1996-12-13","9999-01-01",NULL
273129,"Sumant","Whitcomb","Staff","1991-12-14","1996-12-13",NULL
273132,"Dmitry","Munro","Engineer","1988-08-28","1995-08-29",NULL
273132,"Dmitry","Munro","Senior Engineer","1995-08-29","9999-01-01",NULL
273136,"Itzchak","Sidje","Senior Staff","1994-09-13","9999-01-01",NULL
273136,"Itzchak","Sidje","Staff","1987-09-13","1994-09-13",NULL
273138,"Mizuhito","Rebaine","Senior Staff","1994-01-19","9999-01-01",NULL
273138,"Mizuhito","Rebaine","Staff","1986-01-19","1994-01-19",NULL
273157,"Maik","Valtorta","Senior Staff","1994-04-10","9999-01-01",NULL
273157,"Maik","Valtorta","Staff","1988-04-10","1994-04-10",NULL
273177,"Shao","Eickenmeyer","Engineer","1987-04-17","1992-04-16",NULL
273177,"Shao","Eickenmeyer","Senior Engineer","1992-04-16","9999-01-01",NULL
273181,"Etsuo","Isard","Engineer","1986-11-18","1993-11-18",NULL
273181,"Etsuo","Isard","Senior Engineer","1993-11-18","9999-01-01",NULL
273201,"Feipei","Molenkamp","Senior Engineer","1988-08-18","9999-01-01",NULL
273208,"Uta","Delgrange","Engineer","1985-09-17","1993-09-17",NULL
273208,"Uta","Delgrange","Senior Engineer","1993-09-17","9999-01-01",NULL
273213,"Masako","Sommen","Senior Staff","1985-05-06","9999-01-01",NULL
273225,"Jeong","Zolotykh","Senior Staff","1994-11-16","9999-01-01",NULL
273225,"Jeong","Zolotykh","Staff","1986-11-16","1994-11-16",NULL
273234,"Moto","Pettis","Assistant Engineer","1987-10-21","1995-10-21",NULL
273234,"Moto","Pettis","Engineer","1995-10-21","9999-01-01",NULL
273240,"Cordelia","Brendel","Senior Staff","1988-10-16","9999-01-01",NULL
273255,"Neven","Haumacher","Senior Staff","2001-06-14","9999-01-01",NULL
273255,"Neven","Haumacher","Staff","1995-06-15","2001-06-14",NULL
273276,"Maya","Makrucki","Assistant Engineer","1988-02-27","1995-02-27",NULL
273276,"Maya","Makrucki","Engineer","1995-02-27","2002-02-27",NULL
273276,"Maya","Makrucki","Senior Engineer","2002-02-27","9999-01-01",NULL
273277,"Renny","Douceur","Senior Staff","1996-12-28","9999-01-01",NULL
273277,"Renny","Douceur","Staff","1988-12-28","1996-12-28",NULL
273293,"Koldo","Gornas","Senior Engineer","1987-08-11","9999-01-01",NULL
273298,"Gennady","Claffy","Engineer","1986-12-19","1992-12-18",NULL
273298,"Gennady","Claffy","Senior Engineer","1992-12-18","9999-01-01",NULL
273304,"Conrado","Melichar","Engineer","1995-09-21","9999-01-01",NULL
273306,"Ziyad","Otillio","Technique Leader","1987-05-15","9999-01-01",NULL
273318,"Baoqiu","Marrakchi","Staff","1995-05-02","9999-01-01",NULL
273322,"Jaana","Lagarias","Senior Staff","1985-03-23","9999-01-01",NULL
273326,"Aksel","Gulik","Senior Staff","1995-01-14","9999-01-01",NULL
273326,"Aksel","Gulik","Staff","1986-01-14","1995-01-14",NULL
273329,"Fumiyo","Scharstein","Staff","1999-04-29","9999-01-01",NULL
273333,"Jungsoon","Luff","Senior Staff","1996-07-17","9999-01-01",NULL
273333,"Jungsoon","Luff","Staff","1988-07-17","1996-07-17",NULL
273344,"Christ","Heiserman","Technique Leader","1992-09-23","9999-01-01",NULL
273352,"Sanjay","Molenkamp","Assistant Engineer","1988-05-26","1994-05-26",NULL
273352,"Sanjay","Molenkamp","Engineer","1994-05-26","2000-05-25",NULL
273352,"Sanjay","Molenkamp","Senior Engineer","2000-05-25","9999-01-01",NULL
273360,"Kellie","Bade","Senior Engineer","1985-05-04","9999-01-01",NULL
273367,"Shalesh","Munawer","Engineer","1985-02-03","1990-02-03",NULL
273367,"Shalesh","Munawer","Senior Engineer","1990-02-03","9999-01-01",NULL
273398,"Masamitsu","Bolsens","Assistant Engineer","1987-12-06","1993-12-05",NULL
273398,"Masamitsu","Bolsens","Engineer","1993-12-05","1999-12-05",NULL
273398,"Masamitsu","Bolsens","Senior Engineer","1999-12-05","9999-01-01",NULL
273400,"Berni","Hegner","Senior Engineer","1987-02-05","9999-01-01",NULL
273406,"Hitofumi","Randt","Engineer","1986-09-05","1992-09-04",NULL
273406,"Hitofumi","Randt","Senior Engineer","1992-09-04","9999-01-01",NULL
273409,"Nectarios","Camarinopoulos","Senior Staff","2001-07-17","9999-01-01",NULL
273409,"Nectarios","Camarinopoulos","Staff","1994-07-17","2001-07-17",NULL
273425,"Martina","Bottner","Senior Engineer","1987-09-23","9999-01-01",NULL
273427,"Arvind","Melski","Engineer","1990-03-08","1998-03-08",NULL
273427,"Arvind","Melski","Senior Engineer","1998-03-08","9999-01-01",NULL
273429,"Abdulah","Lovengreen","Engineer","1994-04-22","2000-04-21",NULL
273429,"Abdulah","Lovengreen","Senior Engineer","2000-04-21","9999-01-01",NULL
273477,"Shaowen","Validov","Engineer","1994-03-15","2002-03-15",NULL
273477,"Shaowen","Validov","Senior Engineer","2002-03-15","9999-01-01",NULL
273497,"Mantis","Birdsall","Senior Staff","1993-02-14","9999-01-01",NULL
273497,"Mantis","Birdsall","Staff","1986-02-14","1993-02-14",NULL
273532,"Sivanarayana","Bonifati","Senior Staff","1997-12-22","9999-01-01",NULL
273532,"Sivanarayana","Bonifati","Staff","1990-12-22","1997-12-22",NULL
273547,"Mohammed","Melichar","Senior Engineer","1988-01-29","9999-01-01",NULL
273561,"Susanne","McAffer","Engineer","1985-11-09","1991-11-09",NULL
273561,"Susanne","McAffer","Senior Engineer","1991-11-09","9999-01-01",NULL
273563,"Shaz","Ohori","Engineer","1991-10-30","1998-10-30",NULL
273563,"Shaz","Ohori","Senior Engineer","1998-10-30","9999-01-01",NULL
273568,"Mizuhito","Kilgore","Senior Staff","1995-09-16","9999-01-01",NULL
273568,"Mizuhito","Kilgore","Staff","1988-09-15","1995-09-16",NULL
273575,"Neelam","Colorni","Senior Staff","1988-12-02","9999-01-01",NULL
273593,"Ranga","Tyugu","Senior Engineer","1989-09-12","9999-01-01",NULL
273596,"Wuxu","Schwartzburd","Senior Engineer","1987-01-03","9999-01-01",NULL
273597,"Takahira","Penttonen","Senior Engineer","1987-04-26","9999-01-01",NULL
273601,"Anwar","Seiwald","Engineer","1995-07-05","2002-07-05",NULL
273601,"Anwar","Seiwald","Senior Engineer","2002-07-05","9999-01-01",NULL
273617,"Theron","Nyanchama","Senior Staff","1999-10-18","9999-01-01",NULL
273631,"Richara","Perfilyeva","Staff","1995-04-19","9999-01-01",NULL
273638,"Chikara","Farrar","Engineer","1998-07-03","9999-01-01",NULL
273657,"Jouko","Hashii","Technique Leader","1986-05-29","9999-01-01",NULL
273658,"Jaana","Lipner","Senior Staff","1996-11-27","9999-01-01",NULL
273658,"Jaana","Lipner","Staff","1988-11-27","1996-11-27",NULL
273659,"Toshimo","Smailagic","Senior Staff","1986-03-26","9999-01-01",NULL
273663,"Bartek","Ananiadou","Senior Staff","1995-04-29","9999-01-01",NULL
273663,"Bartek","Ananiadou","Staff","1988-04-28","1995-04-29",NULL
273678,"Gro","Cronau","Senior Staff","1985-07-24","9999-01-01",NULL
273687,"Bouchung","Beidas","Assistant Engineer","1985-10-14","1994-10-14",NULL
273687,"Bouchung","Beidas","Engineer","1994-10-14","9999-01-01",NULL
273711,"Kensyu","Rodier","Senior Staff","1992-05-29","9999-01-01",NULL
273711,"Kensyu","Rodier","Staff","1985-05-29","1992-05-29",NULL
273712,"Mart","Miara","Staff","1997-05-24","9999-01-01",NULL
273718,"Padma","Nitto","Engineer","1994-03-25","2002-03-25",NULL
273718,"Padma","Nitto","Senior Engineer","2002-03-25","9999-01-01",NULL
273721,"Kazuhisa","Wegerle","Staff","1997-02-23","9999-01-01",NULL
273740,"Youpyo","Cannata","Senior Staff","1994-02-25","9999-01-01",NULL
273742,"Rildo","Armand","Engineer","1990-04-07","1996-04-05",NULL
273742,"Rildo","Armand","Senior Engineer","1996-04-05","9999-01-01",NULL
273749,"Youssef","Standera","Senior Engineer","1988-05-05","9999-01-01",NULL
273754,"Kristin","Chartres","Staff","1997-01-26","9999-01-01",NULL
273762,"Masoud","Schaap","Engineer","1999-01-20","9999-01-01",NULL
273771,"Sudhanshu","Perri","Engineer","1987-11-14","1996-11-13",NULL
273771,"Sudhanshu","Perri","Senior Engineer","1996-11-13","9999-01-01",NULL
273773,"Fan","Seuren","Senior Staff","1992-09-26","9999-01-01",NULL
273773,"Fan","Seuren","Staff","1985-09-26","1992-09-26",NULL
273778,"Maik","Landherr","Senior Staff","1995-06-19","9999-01-01",NULL
273778,"Maik","Landherr","Staff","1988-06-18","1995-06-19",NULL
273783,"Geoffrey","Vesna","Engineer","1987-12-14","1993-12-13",NULL
273783,"Geoffrey","Vesna","Senior Engineer","1993-12-13","9999-01-01",NULL
273792,"Berna","McClurg","Senior Staff","1996-05-21","9999-01-01",NULL
273792,"Berna","McClurg","Staff","1987-05-22","1996-05-21",NULL
273795,"Jianhao","Lorho","Senior Engineer","1985-07-13","9999-01-01",NULL
273798,"Katsuo","Gyimothy","Engineer","1987-03-31","1993-03-30",NULL
273798,"Katsuo","Gyimothy","Senior Engineer","1993-03-30","9999-01-01",NULL
273822,"Mana","Roison","Engineer","1987-09-04","1995-09-04",NULL
273822,"Mana","Roison","Senior Engineer","1995-09-04","9999-01-01",NULL
273823,"Kolar","Salinas","Senior Staff","1995-01-29","9999-01-01",NULL
273823,"Kolar","Salinas","Staff","1988-01-29","1995-01-29",NULL
273831,"Kousuke","Farrar","Senior Staff","1994-06-07","9999-01-01",NULL
273831,"Kousuke","Farrar","Staff","1986-06-07","1994-06-07",NULL
273843,"Arvin","Beetstra","Engineer","1988-10-17","1996-10-17",NULL
273843,"Arvin","Beetstra","Senior Engineer","1996-10-17","9999-01-01",NULL
273864,"Isaac","Perelgut","Senior Staff","1997-11-24","9999-01-01",NULL
273864,"Isaac","Perelgut","Staff","1988-11-24","1997-11-24",NULL
273867,"Arch","Leaver","Senior Engineer","1986-12-10","9999-01-01",NULL
273881,"Stamatina","Klerer","Technique Leader","1985-09-05","9999-01-01",NULL
273883,"Sanjit","Rothe","Engineer","1987-03-18","1995-03-18",NULL
273883,"Sanjit","Rothe","Senior Engineer","1995-03-18","9999-01-01",NULL
273894,"Shalesh","Giaccio","Senior Staff","1988-05-18","9999-01-01",NULL
273900,"Jianhui","Waleschkowski","Senior Engineer","1997-04-02","9999-01-01",NULL
273902,"Mabhin","Feldmann","Engineer","1985-06-20","1992-06-20",NULL
273902,"Mabhin","Feldmann","Senior Engineer","1992-06-20","9999-01-01",NULL
273918,"Mario","Samarati","Senior Staff","1994-10-06","9999-01-01",NULL
273918,"Mario","Samarati","Staff","1985-10-06","1994-10-06",NULL
273925,"Bilhanan","Cheshire","Senior Staff","1991-10-20","9999-01-01",NULL
273925,"Bilhanan","Cheshire","Staff","1985-10-20","1991-10-20",NULL
273931,"Shahid","Zykh","Staff","1995-05-26","9999-01-01",NULL
273933,"Sreenivas","Parfitt","Senior Staff","1992-10-16","9999-01-01",NULL
273933,"Sreenivas","Parfitt","Staff","1987-10-17","1992-10-16",NULL
273935,"Heng","Gils","Assistant Engineer","1988-10-22","1993-10-22",NULL
273935,"Heng","Gils","Engineer","1993-10-22","1998-10-22",NULL
273935,"Heng","Gils","Senior Engineer","1998-10-22","9999-01-01",NULL
273942,"Ayakannu","Boissier","Senior Engineer","1987-07-30","9999-01-01",NULL
273945,"Aruna","Rijckaert","Senior Staff","1998-09-23","9999-01-01",NULL
273945,"Aruna","Rijckaert","Staff","1993-09-23","1998-09-23",NULL
273952,"Nahla","Braccini","Technique Leader","1987-03-22","9999-01-01",NULL
273958,"Jiafu","Klerer","Technique Leader","1987-11-02","9999-01-01",NULL
273964,"Nathan","Ratnaker","Technique Leader","1988-03-31","9999-01-01",NULL
273972,"Danae","Conta","Senior Engineer","1985-07-16","9999-01-01",NULL
273981,"Gunilla","Bratsberg","Senior Engineer","1985-04-15","9999-01-01",NULL
273983,"Manohar","Matzen","Engineer","1989-06-02","1995-06-02",NULL
273983,"Manohar","Matzen","Senior Engineer","1995-06-02","9999-01-01",NULL
273987,"Emran","Halloran","Engineer","1986-08-18","1994-08-18",NULL
273987,"Emran","Halloran","Senior Engineer","1994-08-18","9999-01-01",NULL
273995,"Hilary","Litvinov","Engineer","1998-03-21","9999-01-01",NULL
273997,"Yechiam","Braunschweig","Senior Staff","1994-12-16","9999-01-01",NULL
273997,"Yechiam","Braunschweig","Staff","1985-12-16","1994-12-16",NULL
274011,"Breannda","Mawatari","Senior Staff","1997-06-12","9999-01-01",NULL
274011,"Breannda","Mawatari","Staff","1992-06-12","1997-06-12",NULL
274044,"Yuchang","Erni","Assistant Engineer","1986-05-30","1994-05-30",NULL
274044,"Yuchang","Erni","Engineer","1994-05-30","2002-05-30",NULL
274044,"Yuchang","Erni","Senior Engineer","2002-05-30","9999-01-01",NULL
274052,"Monique","Hempstead","Senior Engineer","1988-04-22","9999-01-01",NULL
274066,"Navin","Aloisi","Senior Staff","1994-05-11","9999-01-01",NULL
274066,"Navin","Aloisi","Staff","1985-05-11","1994-05-11",NULL
274084,"Bernice","Luon","Senior Engineer","1996-01-28","9999-01-01",NULL
274087,"Mari","Olano","Engineer","1999-11-24","9999-01-01",NULL
274090,"Franziska","Peng","Senior Staff","2002-03-19","9999-01-01",NULL
274090,"Franziska","Peng","Staff","1996-03-19","2002-03-19",NULL
274099,"Stevo","Perko","Technique Leader","1991-02-05","9999-01-01",NULL
274106,"Leon","Herber","Staff","1996-02-03","9999-01-01",NULL
274118,"Kinh","Srimani","Senior Staff","1992-12-16","9999-01-01",NULL
274118,"Kinh","Srimani","Staff","1985-12-16","1992-12-16",NULL
274119,"Hugo","Narwekar","Engineer","1997-02-15","9999-01-01",NULL
274168,"Kensyu","Clouatre","Engineer","1992-05-27","2000-05-27",NULL
274168,"Kensyu","Clouatre","Senior Engineer","2000-05-27","9999-01-01",NULL
274181,"Yechezkel","Fortenbacher","Senior Staff","1998-07-14","9999-01-01",NULL
274181,"Yechezkel","Fortenbacher","Staff","1993-07-14","1998-07-14",NULL
274197,"Geoffrey","Randi","Senior Staff","1996-07-04","9999-01-01",NULL
274197,"Geoffrey","Randi","Staff","1991-07-05","1996-07-04",NULL
274202,"Guoxiang","Christ","Senior Engineer","1996-01-22","9999-01-01",NULL
274214,"Tomoyuki","Conti","Engineer","1995-04-02","2001-04-01",NULL
274214,"Tomoyuki","Conti","Senior Engineer","2001-04-01","9999-01-01",NULL
274220,"Apostol","Karcich","Engineer","1988-06-23","1996-06-23",NULL
274220,"Apostol","Karcich","Senior Engineer","1996-06-23","9999-01-01",NULL
274239,"Juyoung","Borovoy","Senior Staff","1998-08-29","9999-01-01",NULL
274239,"Juyoung","Borovoy","Staff","1990-08-29","1998-08-29",NULL
274251,"Heon","Kadhim","Senior Staff","1997-09-17","9999-01-01",NULL
274251,"Heon","Kadhim","Staff","1990-09-17","1997-09-17",NULL
274269,"Macha","Nitto","Engineer","1987-05-21","1992-05-20",NULL
274269,"Macha","Nitto","Senior Engineer","1992-05-20","9999-01-01",NULL
274272,"Persi","Conia","Senior Staff","1997-11-07","9999-01-01",NULL
274272,"Persi","Conia","Staff","1991-11-08","1997-11-07",NULL
274278,"Horward","Oberman","Engineer","1996-06-12","9999-01-01",NULL
274282,"Saeko","Bernatsky","Staff","1999-03-19","9999-01-01",NULL
274283,"Takahira","Sherertz","Staff","1999-07-25","9999-01-01",NULL
274290,"Tsuneo","Birke","Engineer","1989-08-03","1996-08-03",NULL
274290,"Tsuneo","Birke","Senior Engineer","1996-08-03","9999-01-01",NULL
274319,"Sanjay","Gammage","Senior Engineer","1987-05-02","9999-01-01",NULL
274342,"Mihalis","Baca","Senior Staff","1995-05-09","9999-01-01",NULL
274342,"Mihalis","Baca","Staff","1986-05-09","1995-05-09",NULL
274346,"Sadun","Plessier","Engineer","1985-10-15","1991-10-15",NULL
274346,"Sadun","Plessier","Senior Engineer","1991-10-15","9999-01-01",NULL
274348,"Cheong","Siksek","Engineer","1987-10-09","1996-10-08",NULL
274348,"Cheong","Siksek","Senior Engineer","1996-10-08","9999-01-01",NULL
274349,"Lubomir","Wilfing","Senior Staff","2000-09-28","9999-01-01",NULL
274349,"Lubomir","Wilfing","Staff","1993-09-28","2000-09-28",NULL
274360,"Shuzo","Oskamp","Engineer","1986-07-15","1995-07-15",NULL
274360,"Shuzo","Oskamp","Senior Engineer","1995-07-15","9999-01-01",NULL
274364,"Reuven","Kavraki","Assistant Engineer","1988-08-18","1996-08-18",NULL
274364,"Reuven","Kavraki","Engineer","1996-08-18","9999-01-01",NULL
274371,"Genki","Delaune","Senior Staff","1994-11-03","9999-01-01",NULL
274371,"Genki","Delaune","Staff","1986-11-03","1994-11-03",NULL
274372,"Herbert","Atrawala","Engineer","1994-08-17","1999-08-17",NULL
274372,"Herbert","Atrawala","Senior Engineer","1999-08-17","9999-01-01",NULL
274390,"Marsja","Salinas","Staff","1996-01-31","9999-01-01",NULL
274392,"Matt","Schrooten","Staff","1999-10-22","9999-01-01",NULL
274397,"Rimli","Wendorf","Senior Staff","1992-06-16","9999-01-01",NULL
274413,"Stamatina","Valtorta","Engineer","1986-11-25","1994-11-25",NULL
274413,"Stamatina","Valtorta","Senior Engineer","1994-11-25","9999-01-01",NULL
274427,"Guther","Akaboshi","Senior Staff","1999-01-21","9999-01-01",NULL
274428,"Lenore","Savasere","Senior Staff","1996-10-31","9999-01-01",NULL
274428,"Lenore","Savasere","Staff","1990-11-01","1996-10-31",NULL
274436,"Brewster","Zockler","Senior Staff","1998-10-01","9999-01-01",NULL
274436,"Brewster","Zockler","Staff","1992-10-01","1998-10-01",NULL
274440,"Mahmut","Valette","Assistant Engineer","1985-11-21","1994-11-21",NULL
274440,"Mahmut","Valette","Engineer","1994-11-21","9999-01-01",NULL
274441,"Marla","Denis","Senior Staff","1999-08-24","9999-01-01",NULL
274441,"Marla","Denis","Staff","1994-08-24","1999-08-24",NULL
274458,"Arfst","Ghandeharizadeh","Senior Engineer","1986-06-22","9999-01-01",NULL
274459,"Manu","Curless","Senior Engineer","1992-05-22","9999-01-01",NULL
274462,"Mamdouh","Leonhardt","Senior Staff","1990-04-29","9999-01-01",NULL
274463,"Uli","Glowinski","Assistant Engineer","1986-05-17","1994-05-17",NULL
274463,"Uli","Glowinski","Engineer","1994-05-17","2002-05-17",NULL
274463,"Uli","Glowinski","Senior Engineer","2002-05-17","9999-01-01",NULL
274473,"Rutger","Bhattacharjee","Engineer","1992-05-05","2001-05-05",NULL
274473,"Rutger","Bhattacharjee","Senior Engineer","2001-05-05","9999-01-01",NULL
274478,"Sugwoo","Paludetto","Senior Staff","1990-03-31","9999-01-01",NULL
274489,"Dhritiman","Gulak","Technique Leader","1988-05-26","9999-01-01",NULL
274492,"Malu","Zeilberger","Senior Staff","1996-08-04","9999-01-01",NULL
274492,"Malu","Zeilberger","Staff","1991-08-05","1996-08-04",NULL
274496,"Danae","Boguraev","Technique Leader","1985-07-15","9999-01-01",NULL
274508,"Rosli","Vickson","Senior Staff","1986-04-03","9999-01-01",NULL
274511,"Stafford","Pews","Assistant Engineer","1986-12-26","1994-12-26",NULL
274511,"Stafford","Pews","Engineer","1994-12-26","9999-01-01",NULL
274523,"Mani","Cronin","Engineer","1988-02-16","1993-02-15",NULL
274523,"Mani","Cronin","Senior Engineer","1993-02-15","9999-01-01",NULL
274534,"Freyja","McClurg","Engineer","1985-08-19","1991-08-19",NULL
274534,"Freyja","McClurg","Senior Engineer","1991-08-19","9999-01-01",NULL
274543,"Teruyuki","Marrakchi","Senior Staff","2000-07-03","9999-01-01",NULL
274543,"Teruyuki","Marrakchi","Staff","1995-07-04","2000-07-03",NULL
274554,"Sakthirel","Rattan","Engineer","1993-05-13","2002-05-13",NULL
274554,"Sakthirel","Rattan","Senior Engineer","2002-05-13","9999-01-01",NULL
274560,"Snehasis","Pusterhofer","Senior Engineer","1987-09-01","9999-01-01",NULL
274563,"Masaki","Serre","Engineer","1987-06-25","1993-06-24",NULL
274563,"Masaki","Serre","Senior Engineer","1993-06-24","9999-01-01",NULL
274572,"Barton","Restivo","Staff","1997-06-30","9999-01-01",NULL
274574,"Chirstian","Bharadwaj","Senior Staff","1995-05-09","9999-01-01",NULL
274574,"Chirstian","Bharadwaj","Staff","1986-05-09","1995-05-09",NULL
274585,"Aleksandar","Itzfeldt","Senior Staff","1993-02-27","9999-01-01",NULL
274585,"Aleksandar","Itzfeldt","Staff","1985-02-27","1993-02-27",NULL
274603,"Harjit","Erie","Senior Staff","1997-02-07","9999-01-01",NULL
274603,"Harjit","Erie","Staff","1992-02-08","1997-02-07",NULL
274612,"Bodh","Masaki","Senior Staff","1987-06-14","9999-01-01",NULL
274624,"Fun","Serna","Technique Leader","1991-02-19","9999-01-01",NULL
274625,"Fatemeh","Assaf","Senior Staff","1987-07-19","9999-01-01",NULL
274627,"Ibibia","Cooke","Engineer","1994-07-17","2000-07-16",NULL
274627,"Ibibia","Cooke","Senior Engineer","2000-07-16","9999-01-01",NULL
274683,"Elrique","Strooper","Senior Engineer","1999-05-21","9999-01-01",NULL
274704,"Masanao","Rothe","Senior Staff","1998-11-16","9999-01-01",NULL
274704,"Masanao","Rothe","Staff","1991-11-16","1998-11-16",NULL
274706,"Xiaoqiu","Thimonier","Staff","1997-06-01","9999-01-01",NULL
274714,"Marit","Kakkad","Senior Engineer","1995-07-18","9999-01-01",NULL
274716,"Jungsoon","Legleitner","Engineer","1988-11-13","1996-11-13",NULL
274716,"Jungsoon","Legleitner","Senior Engineer","1996-11-13","9999-01-01",NULL
274729,"Manibrata","Glinert","Assistant Engineer","1986-12-18","1993-12-18",NULL
274729,"Manibrata","Glinert","Engineer","1993-12-18","2000-12-18",NULL
274729,"Manibrata","Glinert","Senior Engineer","2000-12-18","9999-01-01",NULL
274735,"Noritoshi","Haldar","Senior Staff","1985-03-02","9999-01-01",NULL
274742,"Sadok","Demos","Engineer","1987-08-28","1996-08-27",NULL
274742,"Sadok","Demos","Senior Engineer","1996-08-27","9999-01-01",NULL
274743,"Irena","Driscoll","Senior Staff","1994-09-17","9999-01-01",NULL
274743,"Irena","Driscoll","Staff","1987-09-17","1994-09-17",NULL
274746,"Taegyun","Slutz","Senior Engineer","1986-11-26","9999-01-01",NULL
274749,"Luisa","Danner","Staff","1995-12-13","9999-01-01",NULL
274757,"Jiann","Pettis","Senior Staff","1996-05-17","9999-01-01",NULL
274757,"Jiann","Pettis","Staff","1987-05-18","1996-05-17",NULL
274760,"Goh","Prampolini","Engineer","1985-09-29","1993-09-29",NULL
274760,"Goh","Prampolini","Senior Engineer","1993-09-29","9999-01-01",NULL
274761,"Jianwen","Milicia","Engineer","1993-03-06","1998-03-06",NULL
274761,"Jianwen","Milicia","Senior Engineer","1998-03-06","9999-01-01",NULL
274772,"Palash","Busillo","Senior Staff","1998-06-17","9999-01-01",NULL
274772,"Palash","Busillo","Staff","1993-06-17","1998-06-17",NULL
274785,"Sandeepan","Krohn","Senior Staff","1992-03-06","9999-01-01",NULL
274785,"Sandeepan","Krohn","Staff","1987-03-07","1992-03-06",NULL
274809,"Taiji","Jayawardene","Engineer","1985-03-07","1994-03-07",NULL
274809,"Taiji","Jayawardene","Senior Engineer","1994-03-07","9999-01-01",NULL
274817,"Sastry","Hainaut","Engineer","1985-11-19","1993-11-19",NULL
274817,"Sastry","Hainaut","Senior Engineer","1993-11-19","9999-01-01",NULL
274833,"Chikako","Krohm","Senior Engineer","1985-03-04","9999-01-01",NULL
274836,"Almudena","Furudate","Engineer","1988-08-17","1997-08-17",NULL
274836,"Almudena","Furudate","Senior Engineer","1997-08-17","9999-01-01",NULL
274842,"Phillip","Dredge","Technique Leader","1993-09-21","9999-01-01",NULL
274845,"Satoru","Schaad","Engineer","1987-03-31","1996-03-30",NULL
274845,"Satoru","Schaad","Senior Engineer","1996-03-30","9999-01-01",NULL
274856,"Fayez","Weedman","Staff","1998-04-24","9999-01-01",NULL
274869,"Nadjib","Bressoud","Technique Leader","1998-08-27","9999-01-01",NULL
274872,"Przemyslawa","Sessa","Engineer","1987-06-28","1995-06-28",NULL
274872,"Przemyslawa","Sessa","Senior Engineer","1995-06-28","9999-01-01",NULL
274875,"Teruyuki","Erbe","Senior Engineer","1987-04-24","9999-01-01",NULL
274893,"Sverrir","Kropatsch","Assistant Engineer","1991-09-26","1997-09-25",NULL
274893,"Sverrir","Kropatsch","Engineer","1997-09-25","9999-01-01",NULL
274898,"Qiwen","Deyuan","Engineer","1985-08-19","1994-08-19",NULL
274898,"Qiwen","Deyuan","Senior Engineer","1994-08-19","9999-01-01",NULL
274903,"Fusako","Crooks","Senior Staff","1991-08-24","9999-01-01",NULL
274903,"Fusako","Crooks","Staff","1985-08-24","1991-08-24",NULL
274910,"Parke","Braccini","Senior Staff","1998-02-09","9999-01-01",NULL
274910,"Parke","Braccini","Staff","1993-02-09","1998-02-09",NULL
274913,"Dmitry","Ishibashi","Engineer","1989-11-10","1994-11-10",NULL
274913,"Dmitry","Ishibashi","Senior Engineer","1994-11-10","9999-01-01",NULL
274925,"Sadun","Meriste","Engineer","1992-04-04","2001-04-04",NULL
274925,"Sadun","Meriste","Senior Engineer","2001-04-04","9999-01-01",NULL
274932,"Mikhail","Schmiedel","Senior Staff","2000-08-19","9999-01-01",NULL
274932,"Mikhail","Schmiedel","Staff","1992-08-19","2000-08-19",NULL
274935,"Christoper","Cannane","Staff","1999-01-21","9999-01-01",NULL
274971,"Alper","Kitsuregawa","Engineer","1985-09-17","1990-09-17",NULL
274971,"Alper","Kitsuregawa","Senior Engineer","1990-09-17","9999-01-01",NULL
274980,"Sahrah","Slobodova","Senior Staff","1995-05-04","9999-01-01",NULL
274980,"Sahrah","Slobodova","Staff","1986-05-04","1995-05-04",NULL
274983,"Shahab","Gecsel","Senior Engineer","1988-08-15","9999-01-01",NULL
274984,"Tesuya","Marshall","Senior Staff","1999-08-04","9999-01-01",NULL
274985,"Alagu","Emmerich","Senior Engineer","1985-07-17","9999-01-01",NULL
274991,"Xinyu","Gide","Senior Staff","1995-12-27","9999-01-01",NULL
274991,"Xinyu","Gide","Staff","1988-12-26","1995-12-27",NULL
274994,"Tru","Casperson","Senior Staff","1994-01-08","9999-01-01",NULL
274996,"Abdelghani","Fioravanti","Engineer","1993-02-14","1998-02-14",NULL
274996,"Abdelghani","Fioravanti","Senior Engineer","1998-02-14","9999-01-01",NULL
275001,"Katsuo","Mitina","Senior Staff","1992-12-23","9999-01-01",NULL
275001,"Katsuo","Mitina","Staff","1987-12-24","1992-12-23",NULL
275002,"Hercules","Yurek","Engineer","1999-07-25","9999-01-01",NULL
275011,"Leen","Wallrath","Senior Staff","1996-02-25","9999-01-01",NULL
275011,"Leen","Wallrath","Staff","1988-02-25","1996-02-25",NULL
275022,"Lansing","Yoshimura","Senior Staff","2000-12-28","9999-01-01",NULL
275022,"Lansing","Yoshimura","Staff","1995-12-29","2000-12-28",NULL
275032,"Horward","Rubsam","Technique Leader","1987-10-03","9999-01-01",NULL
275042,"Filipe","Gide","Staff","1996-01-19","9999-01-01",NULL
275048,"Nidapan","Gniady","Engineer","1990-11-18","1996-11-17",NULL
